1024 0.002305
2048 0.004261
4096 0.012571
8192 0.021861
16384 0.034362
32768 0.066698
65536 0.132209
131072 0.319872
262144 0.593859
524288 1.24995
1048576 2.35588
2097152 4.95285
4194304 9.41444
8388608 19.5466
16777216 36.9471
33554432 73.9881
67108864 145.621
134217728 287.528
268435456 561.488
536870912 1111.49
1073741824 2212.58
